graph_id,label
657,"382.55525554247424, 130.8040338582004, 694.8515571805906, 94.45445523702753, -1, -1, -1"
658,"1320.6431262192873, 160.32977579322232, 880.1952401878387, 754.9610767795704, -1, -1, -1"
659,"256.9083210687653, 692.3037911808724, 438.11877509261217, 127.3154274368227, -1, -1, -1"
660,"272.8340705486362, 1169.5324549990985, 1021.1902664103975, 434.74861837185966, -1, -1, -1"
661,"116.21206023173062, 1113.7027918886024, 298.59418775567804, 144.49557298902317, -1, -1, -1"
662,"1271.6491399249971, 331.9475040888014, 5613.417540544441, 2533.3523791891303, -1, -1, -1"
663,"358.1333438648427, 403.42131236212475, 1006.046853481768, 289.671098642044, -1, -1, -1"
664,"531.3828415440362, 415.8361946166117, 226.04330128635468, 118.02057479978085, -1, -1, -1"
665,"1247.2649498712922, 3974.0512408643717, 1821.4760988805256, 471.4521444244107, -1, -1, -1"
666,"977.4642349396695, 173.32718591470717, 867.8909061282357, 395.29725781883366, -1, -1, -1"
667,"1880.266436610618, 99.28457145067452, 1366.8789551801347, 392.8413816056942, -1, -1, -1"
668,"112.96803658228026, 120.69833442697062, 297.42800854082407, 2967.0841003804985, -1, -1, -1"
669,"219.53169376387825, 518.9898457606491, 2959.0266805485485, 293.1481356733688, -1, -1, -1"
670,"1114.2102958755245, 1846.9853144645192, 63.0402065286073, 89.85401090972371, -1, -1, -1"
671,"956.828799532701, 238.00159258086694, 62.34870794080226, 538.8505738224981, -1, -1, -1"
672,"256.98026661071464, 790.1601579483752, 309.6224628867002, 5449.627303040451, -1, -1, -1"
673,"3014.475659718113, 227.64607601368033, 1008.2223166860676, 947.3793129706506, -1, -1, -1"
674,"956.110194389503, 181.8343519986231, 406.9264361657351, 683.2831956613107, -1, -1, -1"
675,"68.37248488501066, 621.8013979607824, 400.3421876012004, 138.02942812870833, -1, -1, -1"
676,"405.293437172978, 880.9486265731282, 527.9712948025978, 361.83134745897974, -1, -1, -1"
677,"1871.5666163054698, 323.3233465164309, 519.2345553028978, 129.68933813937758, -1, -1, -1"
678,"782.5782413118036, 205.4362919942548, 534.1424242447716, 653.6930431830991, -1, -1, -1"
679,"2336.5847027724276, 532.6930142398884, 536.8786348553555, 101.00304289727842, -1, -1, -1"
680,"1949.372566414444, 4871.932641428992, 8649.634716222969, 1106.3838665851088, -1, -1, -1"
681,"1131.4221894506084, 5624.195924505334, 258.4854993017456, 104.93215439498258, -1, -1, -1"
682,"1768.872606695464, 334.8588428181341, 2068.612279706706, 954.3863383464479, -1, -1, -1"
683,"1504.4098667022627, 148.77968995351026, 566.1852670442762, 1617.0266583575033, -1, -1, -1"
684,"342.1542082994445, 433.83404930420085, 883.5747139027585, 1171.7073361422747, -1, -1, -1"
685,"2164.540737883847, 257.9780147427785, 476.09132521369247, 397.47244666904896, -1, -1, -1"
686,"490.58841444189204, 304.10538807047385, 1789.2619374281362, 208.92228904054176, -1, -1, -1"
687,"51.3061045002944, 816.9702283231368, 2761.7766575734363, 312.5320091680594, -1, -1, -1"
688,"146.53073728073184, 503.3945072675085, 357.28844581134155, 785.4126579143743, -1, -1, -1"
689,"295.85911762851646, 1203.9937135646587, 3129.8069050508084, 128.9507320209106, -1, -1, -1"
690,"512.1687182115705, 84.20005405854386, 577.5768131104383, 1153.798293755447, -1, -1, -1"
691,"1589.7235470855567, 1460.0244245941908, 815.8201341893597, 385.35314033042107, -1, -1, -1"
692,"2872.1563347631454, 1127.6066257979694, 230.305859145834, 525.5796263363884, -1, -1, -1"
693,"915.5550167303609, 150.02826886002927, 906.5516856915757, 353.43747015332497, -1, -1, -1"
694,"1476.595146735082, 247.3145669866454, 300.27955251250273, 330.0500260745662, -1, -1, -1"
695,"1084.5857600981428, 332.7879098413825, 439.31354498887663, 119.85633364801126, -1, -1, -1"
696,"1774.2003655693293, 2541.6631499291607, 210.69097092249373, 141.17383761739228, -1, -1, -1"
697,"2068.7198698788807, 341.99097309438486, 4056.8344469390736, 175.18617253322992, -1, -1, -1"
698,"526.1503142532893, 399.841963323928, 2805.0476679220747, 307.76184024822123, -1, -1, -1"
699,"2051.278317306057, 465.1848594223786, 777.6427733938133, 445.94279151447574, -1, -1, -1"
700,"471.99139632939404, 1045.6842682206152, 938.5590296462145, 658.1128805541374, 333.9918929868756, -1, -1"
701,"1000.28391662322, 769.9942478125846, 2549.7211618160313, 618.8410680869546, 389.1578737550722, -1, -1"
702,"1508.2469070100533, 128.06474003747772, 969.2119997833564, 277.6247066208048, 2435.047116738305, -1, -1"
703,"769.1853729069078, 1020.1236360895033, 1060.9046935136746, 103.32456978030405, 432.15390021720077, -1, -1"
704,"358.5170035321736, 924.2955482455052, 394.406257081171, 400.4619400605852, 726.8574915989277, -1, -1"
705,"1022.8563751544835, 998.0128273682126, 784.6457203357578, 617.1222796167375, 409.38797638336234, -1, -1"
706,"2744.216028161421, 828.1901033118305, 1143.7833187537951, 697.0631741426611, 421.8700503126082, -1, -1"
707,"1758.2745112255516, 301.1856569975719, 734.7084394154894, 671.7196711223373, 367.1407268672701, -1, -1"
708,"3015.045085663532, 315.11942081807035, 1663.8265270136076, 1801.4710149234809, 1160.81396519892, -1, -1"
709,"242.2200388863344, 191.4638446821812, 594.119971618691, 692.7858126384043, 418.24054505776786, -1, -1"
710,"530.3166669437205, 222.78896477135982, 618.0468598973689, 638.8327098367431, 315.08797923582034, -1, -1"
711,"342.71783726881046, 953.9560399849792, 3134.004340947925, 63.831157451138495, 360.15074941491315, -1, -1"
712,"556.9035454856863, 249.94286808833652, 617.455781270024, 1355.5049288465516, 545.5902005877772, -1, -1"
713,"132.0348790397426, 869.5538322890052, 431.02732893139125, 615.651162067174, 1497.593972755496, -1, -1"
714,"1025.9462051478795, 826.6763524874752, 275.56875145159285, 68.2845531179273, 631.8828364841426, -1, -1"
715,"179.99936732916046, 852.7058122549304, 1094.986796540873, 153.31192327096073, 502.0786325248106, -1, -1"
716,"1153.839688209719, 437.6047810844459, 217.1426897134408, 163.06726254481606, 519.5611752914851, -1, -1"
717,"1687.8530622134745, 1395.4078514459425, 429.6797048721445, 3795.582378614354, 708.4074044684547, -1, -1"
718,"257.4411308829616, 2821.1818921392673, 294.922813889623, 754.7641919734837, 2174.2558813940864, -1, -1"
719,"939.0431494416226, 1600.6875565261748, 43.211295455820704, 29.970235598358528, 187.93652473042624, -1, -1"
720,"1274.6939508778846, 132.75569452590094, 343.5397029714482, 2930.048502920714, 667.5508488830901, -1, -1"
721,"700.5163445027829, 220.34666105218682, 347.81250959900166, 5045.945940792284, 210.60101727514626, -1, -1"
722,"1162.297177213928, 247.16969810102216, 701.9037429267856, 870.6586474322021, 4498.422702294286, -1, -1"
723,"3233.63685422379, 283.6329583906829, 363.63348046214116, 2259.7370867359623, 694.1526732599858, -1, -1"
724,"683.7900760939792, 564.5150317435711, 109.90984301825588, 788.9662619828416, 2333.9216840583867, -1, -1"
725,"222.44806033205617, 131.36963049258895, 1517.8517930539638, 1066.5762938298826, 3636.702354209176, -1, -1"
726,"1721.4136078124468, 818.34347080436, 311.44539864226726, 290.7425529225144, 489.0897139334565, -1, -1"
727,"847.739087294811, 1855.1831773763654, 388.64583735610233, 2530.7637254619426, 213.6235821604713, -1, -1"
728,"510.32450918511717, 1855.375238368663, 1439.572106314509, 186.80737218743784, 1988.9772627711463, -1, -1"
729,"1527.6499877968909, 564.4771164046956, 3992.9627445800243, 672.548136793532, 65.20684996301543, -1, -1"
730,"223.12506512635164, 93.9884095320829, 142.65631350545974, 1135.8528109906515, 1417.0538673031165, -1, -1"
731,"3105.1030971639384, 1608.550264243721, 704.8042431647277, 250.97625648820483, 302.68821358379375, -1, -1"
732,"2521.7565908695365, 851.1959638140232, 127.63783828007001, 867.0651065715022, 764.8993107773396, -1, -1"
733,"430.7012734243879, 215.15739290140533, 210.76706004993656, 409.3052893233942, 2161.704620988158, -1, -1"
734,"591.5694319051112, 1340.0697215746968, 1087.3191050771125, 943.9946315213375, 352.3214286870615, -1, -1"
735,"846.6893162476365, 196.07468800622604, 496.33521972882, 1766.3522106687572, 451.0974472416168, -1, -1"
736,"1029.361241457576, 37.39552696803848, 1051.246633322166, 420.8717236692064, 467.22118558346205, -1, -1"
737,"183.29386617984494, 2004.91248652718, 267.33974456085593, 607.109533052941, 760.941534039662, -1, -1"
738,"6156.838240716935, 563.5000312383424, 236.90193979396946, 521.6593963541343, 60.48980626321965, -1, -1"
739,"442.97669366076025, 168.70201590832897, 389.6144193390403, 490.1567026807436, 136.48556426573145, -1, -1"
740,"347.48231794248, 732.0661070961385, 451.71212898895857, 624.8619003379769, 2546.4689943659155, -1, -1"
741,"606.2534410354149, 263.19308185689954, 82.37826040158038, 1125.6619532914083, 149.15759570011573, -1, -1"
742,"3479.5536122136937, 169.9156685913353, 243.5919459328793, 874.2974938412597, 253.96123512804823, -1, -1"
743,"1157.2640094293076, 328.13317017902375, 565.4765783690486, 168.29598320187822, 83.134675819034, -1, -1"
744,"68.48350855497827, 730.5744562041809, 249.8685779516033, 226.35523327417602, 491.70825949088436, -1, -1"
745,"249.55220022657656, 621.5516148521936, 388.0055252853753, 427.51554607510354, 160.47436813996777, -1, -1"
746,"266.6260854496047, 926.7215357910136, 957.8027086534009, 740.6466979121685, 111.04965241190433, -1, -1"
747,"860.6094072929445, 1560.48818505202, 599.4896140316005, 121.50844271408741, 357.75763987546964, -1, -1"
748,"1856.396298343325, 540.8759752116904, 267.19573218581456, 117.9447053773863, 269.56961085161043, -1, -1"
749,"957.7569772199837, 634.5856131391508, 145.63960098708583, 2265.059302348903, 271.5275097456876, -1, -1"
750,"150.38201307980972, 266.7014275814555, 215.1473431434265, 254.81898901432214, 546.4994885529745, -1, -1"
751,"3222.4856162897513, 371.27803790493454, 454.0108560160963, 1189.227314617212, 682.4950943613296, -1, -1"
752,"2509.203086706884, 272.994486230062, 188.61832454794387, 442.03116057223366, 508.8056925270676, -1, -1"
753,"282.14510005532134, 282.7796465169985, 941.0245446281463, 6670.387275131024, 224.58780268743314, -1, -1"
754,"954.9004751384622, 1324.4116817907584, 531.4722328750628, 2914.182321677097, 1043.9605499201436, -1, -1"
755,"3601.6491029075564, 561.7662680158725, 86.75890774997937, 181.9653679744662, 1007.1813205720099, -1, -1"
756,"96.83896762930418, 706.3268746362237, 702.7916867863204, 1103.1657123912005, 1921.4942002869168, -1, -1"
757,"1453.5307742116076, 476.9861708587317, 249.78641667384116, 350.82522060451765, 1119.32249033577, -1, -1"
758,"283.73874739526366, 510.5948905698283, 371.71122722254285, 110.45806181505355, 1412.831757331124, -1, -1"
759,"697.6314779063946, 1065.6035482257323, 3953.6205323006434, 373.7708758812442, 571.330910847694, -1, -1"
760,"63.659482806958835, 764.637656044985, 3802.0534215801945, 2696.8597829302153, 380.51171818866544, -1, -1"
761,"1532.8991723339252, 182.1923863182696, 482.56410073359257, 660.6614955515424, 573.2135282554659, -1, -1"
762,"1063.7765199518526, 1095.8356737457157, 193.9212906516669, 1691.244179137098, 280.97953692213787, -1, -1"
763,"545.043582989032, 667.3640245958948, 2172.6260316106764, 1239.9474133866952, 151.70873563231035, -1, -1"
764,"639.5116955120359, 292.4391996913569, 2512.7731689697466, 1956.0327417329763, 5324.630285014886, -1, -1"
765,"234.20402790413658, 72.96765682509782, 1397.8853562428437, 834.09228306983, 363.5512093707346, -1, -1"
766,"318.15367524074645, 522.2603376936343, 352.73066449302786, 590.4453558954457, 809.8850841898595, -1, -1"
767,"683.1118177347696, 567.4871937956448, 317.30891249891226, 543.6645501424053, 1095.6111467648423, -1, -1"
768,"3150.6897644742066, 599.9898028599113, 131.1296335623622, 491.7885539644145, 882.9798692133447, -1, -1"
769,"440.8288604323315, 298.0593445349892, 919.5138634371103, 2750.7582035582386, 233.02601868732094, -1, -1"
770,"1241.7505423004827, 237.73164248256555, 732.9696792349146, 1878.0230054519325, 610.2073739906107, -1, -1"
771,"830.809079715641, 495.22327348993537, 291.12730695053324, 76.59714713422515, 1922.4861656334206, -1, -1"
772,"744.4357859234193, 2064.3655892813085, 48.46932517389855, 517.1796188919686, 1751.2461778451993, -1, -1"
773,"193.3611050745115, 653.6627931735857, 245.57631804895848, 124.49629750772317, 475.65423500149825, -1, -1"
774,"846.9280249240867, 1497.2039692776284, 759.9791500512653, 281.1464001863088, 158.0853451064225, -1, -1"
775,"645.5124419479955, 748.7476866440715, 2451.0710051494016, 438.9915882809085, 291.83337153879035, -1, -1"
776,"1109.1153693820881, 2406.6978167623806, 362.52862574137407, 401.8049695812058, 196.80012702799561, -1, -1"
777,"834.0732683566038, 717.7150122822333, 1005.3800234345889, 1937.2902951765898, 239.8490554752608, -1, -1"
778,"971.0555991639154, 256.02315506676166, 93.2279462486533, 914.8336302543839, 739.1407936780117, -1, -1"
779,"335.6197153773607, 658.851524188707, 996.07305455361, 166.6153098160157, 147.51214321546496, -1, -1"
780,"974.7697189719352, 269.29140774183224, 1337.2272657203516, 471.47230450229324, 434.31749786433784, -1, -1"
781,"431.05851548060986, 450.3808428594412, 567.5020385523705, 517.5845982642386, 2008.9428952288245, -1, -1"
782,"1710.4134752619223, 193.67733107522858, 179.29789545658144, 292.65553405218236, 82.16705124800396, -1, -1"
783,"3279.856839430971, 455.30928323980413, 429.12197786917113, 1091.338547722397, 1454.8006584177979, -1, -1"
784,"569.1881991658629, 2091.674559677598, 435.3063998737823, 503.9996144183825, 1246.4469103610163, -1, -1"
785,"161.7307050335523, 179.31985016616554, 1889.3804092604462, 628.8131465560011, 617.2027562947122, -1, -1"
786,"1791.5347101457678, 860.8380284034392, 626.7796829985247, 206.04237133540312, 178.07739520327755, -1, -1"
787,"1226.068314428652, 499.94450524059187, 531.3947170759302, 177.08065644213127, 404.1292365979165, -1, -1"
788,"336.61444057306505, 4943.811119676373, 675.5952113304155, 406.42995908484124, 908.1703400989786, -1, -1"
789,"183.55715039083827, 3806.6099015751593, 888.2989577894874, 282.6007633112297, 704.5503872914742, -1, -1"
790,"522.7745227916904, 2295.490253300251, 319.4763938363492, 165.50082216436357, 501.4995920751271, -1, -1"
791,"765.6425523340774, 922.7179172071378, 236.0292752668451, 1600.9338417712563, 1365.0959957861787, -1, -1"
792,"372.3420792407163, 727.1753428986104, 333.5196545942305, 1749.870372329067, 83.88882108774038, -1, -1"
793,"5182.5683249536505, 1065.7057459447467, 974.2208130979732, 2012.7107916313164, 586.3312715845807, -1, -1"
794,"1350.0171793798268, 1559.959862637143, 378.9289598809211, 1199.3767396296173, 763.9744409474415, -1, -1"
795,"1022.6321335387523, 1050.5572700140485, 450.1770065287236, 518.1404310658959, 452.6767245762044, -1, -1"
796,"3822.234750337911, 204.20675670835845, 652.5306008208759, 248.38252897443448, 1128.6888448665889, -1, -1"
797,"545.8328856322762, 68.10493182127502, 929.9544788025587, 51.41977553137066, 725.8193796506841, -1, -1"
798,"579.296948517422, 987.7884165949919, 1438.582687138162, 543.6614947093706, 528.2129867442384, -1, -1"
799,"1462.0854091121628, 2931.8749196170334, 633.2347825844842, 182.17212335716803, 84.58376815849886, -1, -1"
800,"1015.9823790406082, 113.27311859974785, 3732.187671003066, 411.8163811995856, 461.2785185024359, 184.05826567438393, -1"
801,"541.0792355354859, 2669.6387493367433, 163.67599589301173, 2189.752021757592, 405.09781480781936, 459.3502893030855, -1"
802,"3417.1014657836404, 3659.4485266410193, 396.87171756927876, 719.3018755321605, 396.73584660181245, 343.73428507133497, -1"
803,"591.0835436378175, 107.16217987145917, 580.1177376487648, 143.5805695748748, 142.99239483900897, 724.0988594525339, -1"
804,"2708.2983286034532, 604.6724839328522, 517.1604327465969, 907.1559061783618, 824.6909284832818, 572.7574245049875, -1"
805,"392.4842012261664, 3706.5535409723643, 780.1693430093745, 357.552224082572, 309.5801531736936, 1491.2551826855013, -1"
806,"65.36287247685912, 290.5847497025991, 2672.7332666295315, 487.32400919409133, 291.2649068499451, 215.45905627296318, -1"
807,"1452.7095884470168, 229.04594654409325, 709.6231266626844, 389.2211473276525, 2380.314283379344, 576.2096901197299, -1"
808,"487.8358709789055, 439.11499744401385, 141.92291035836854, 301.4515506254228, 99.3945414042241, 4427.654527527198, -1"
809,"948.235014781873, 298.34803990440207, 697.9524461839901, 535.1888251602087, 985.0434309636822, 413.772047403644, -1"
810,"443.50645521125074, 1082.499434362334, 1346.7595533734316, 242.66909372492086, 213.41969371474465, 162.8887229508379, -1"
811,"402.8455065616044, 1039.22237466522, 360.72080808448857, 491.8411469989072, 574.9001000838234, 171.87178051839308, -1"
812,"476.78366791583375, 550.8173751181423, 236.62885761776363, 119.90761665851402, 740.0878982629288, 5396.664216863771, -1"
813,"282.8533340203931, 893.7963349181211, 299.3267793521457, 1596.7368810579637, 55.5691924046332, 684.7621864143449, -1"
814,"1550.4376843802804, 188.8574117621347, 1530.0831585237393, 72.62145976436618, 289.0042167428218, 430.40799601461185, -1"
815,"349.27005210423135, 977.5457297084316, 523.4006365706637, 267.3850650635303, 911.2115685644461, 132.05802113861336, -1"
816,"2292.1716481560334, 746.6287022057327, 1959.3361918870728, 90.63132932201113, 508.2240959740278, 1708.4143052858897, -1"
817,"2084.372960276215, 154.059502920485, 1853.1722068796344, 720.5560724466296, 447.3484453954162, 489.3489912061432, -1"
818,"120.51721490573897, 514.851776521543, 1406.5483045300132, 1521.754746774483, 924.8035523317513, 525.2588909502471, -1"
819,"4157.622067108902, 533.981879114279, 331.74730321541495, 7123.196639645611, 1955.1736386340226, 874.8769471780352, -1"
820,"208.55249531917934, 246.59090818915234, 159.02442849543775, 3482.6018889329494, 1687.016872250986, 140.7123936567617, -1"
821,"985.3066092537648, 8581.93905764696, 564.7871623319588, 174.4475078730296, 368.17245371034676, 348.8280579122768, -1"
822,"220.58023837543033, 77.05229911471406, 2174.9798744014306, 83.39642108502835, 5759.66518897764, 118.63576706573502, -1"
823,"284.64515434657034, 4596.890357104141, 1551.2130566314056, 1355.0642126716193, 564.7002192718795, 369.84694418845453, -1"
824,"779.6769272913583, 1203.4041856251588, 279.0998573578585, 194.44740964667483, 378.1321680855191, 2999.1120174794546, -1"
825,"1573.051616647615, 471.2909518311753, 4221.686707661481, 238.68359861950194, 144.3199959320628, 674.2436257501569, -1"
826,"174.9711436981299, 225.17694877691295, 111.10782761792072, 988.6254757661021, 1037.6716272440294, 582.8903607630691, -1"
827,"808.4170905328965, 397.68540798900364, 713.034053920868, 172.1642185128799, 1065.212647795086, 500.749296079831, -1"
828,"1129.9891018453873, 331.98431977449275, 422.5541695127551, 207.08855539195025, 356.05249276801976, 2100.2489485896217, -1"
829,"405.9471675860538, 227.68580723149995, 6798.233903335499, 238.1447037337789, 816.424312528781, 623.7085654610246, -1"
830,"1148.21489086444, 4712.5669756109155, 159.75378481631788, 1953.3307820105338, 440.4781330445809, 509.10044763561626, -1"
831,"251.58589937712594, 2904.271598126092, 175.94251277469297, 90.76476586904913, 237.7190938353916, 1613.1766478345558, -1"
832,"699.9124497775707, 702.5360637355524, 953.9524000335468, 209.5736413434684, 912.4930860321917, 817.4504094749514, -1"
833,"5290.3060628273215, 582.2735976437627, 132.2011709656844, 568.1698797414238, 1475.216155019135, 393.4964638079573, -1"
834,"189.71597921489732, 1525.864991533921, 366.8649556886059, 1435.7705103406017, 460.09912163278034, 940.9916411315548, -1"
835,"115.3592353843294, 255.05809313223625, 194.29979586423423, 280.5145961555451, 687.5270418976971, 581.061745471953, -1"
836,"5212.313653809392, 91.49168355045308, 1492.8158542096617, 170.39763918099166, 1350.43756208024, 755.9475978355467, -1"
837,"250.76861524496542, 525.8704308677736, 393.44969200768827, 441.7546905942851, 1115.9510224640885, 371.4956410786005, -1"
838,"2843.869117416671, 94.57978469851811, 1296.3961879586946, 491.4232010443607, 302.06448517500246, 235.49790789854634, -1"
839,"2869.291416000926, 488.1010076507934, 1504.7007565448434, 473.3315436963279, 293.0723054211878, 372.47293940952267, -1"
840,"293.9886893787363, 2528.8737960642293, 92.65061232112538, 628.77729162594, 360.8545367913964, 1459.4816334358773, -1"
841,"1711.7999511350265, 385.70733267633625, 166.31014016498656, 225.9021577064268, 187.76678365169892, 199.06311906551477, -1"
842,"463.24611534607516, 337.5472850245534, 544.033418314564, 856.7924643809229, 745.7885126365973, 325.06387174109796, -1"
843,"723.4970507270389, 246.05006434371666, 834.207935635636, 2548.8010201187285, 272.9229740094264, 323.08697688091456, -1"
844,"10419.175683996573, 423.13477675152535, 891.770872891525, 574.1641683061415, 347.1167470667884, 309.78667418687763, -1"
845,"129.66699909835873, 540.0123560643782, 2666.5727626222015, 99.04481279817254, 2326.432599674013, 126.7806671888315, -1"
846,"2725.1005795993246, 729.653256369173, 757.7266888571141, 421.24731867647137, 339.74755535456535, 125.72047086704191, -1"
847,"928.0206701914901, 87.84426981561494, 287.7447713604862, 269.1238036755706, 2157.3693418918365, 959.2878335038846, -1"
848,"591.448689324943, 779.4794429572376, 257.1553910662809, 372.5692219499681, 352.7781508353662, 2069.391977770111, -1"
849,"1187.7378406453854, 3933.493625810867, 505.0217638622466, 151.77783805481403, 591.7183494863795, 101.46337852879324, -1"
850,"171.9108200225464, 487.30675775059956, 89.13944017071962, 265.0720733880497, 180.37986603397894, 340.98677414049786, -1"
851,"1274.5657233784732, 412.9656386757782, 265.7903164734136, 7005.941356887617, 916.6059541563997, 55.31695953900518, -1"
852,"304.06952518663564, 869.3147797158048, 1137.9603326882227, 702.2756058204668, 260.9356385548283, 149.86514445528525, -1"
853,"220.41288100114866, 899.2919703714952, 665.9184775670549, 204.54942088357356, 127.54071397164113, 222.96678732048636, -1"
854,"4317.248836528837, 4455.778039288377, 378.54528951691043, 1061.0738821416144, 168.84785488100803, 1199.354843511166, -1"
855,"237.42037751094358, 1903.5727477997593, 162.48126903404165, 244.62617082102324, 699.2199242275616, 303.05836822694516, -1"
856,"528.9399753880596, 476.3061065517468, 761.9379017589338, 635.1370189904181, 478.4004756248775, 896.7106371610903, -1"
857,"412.7426399651515, 1059.5780844138478, 167.95486102963184, 229.02469147079483, 78.57685919227234, 2115.6832800199154, -1"
858,"805.0947604116537, 5818.415787688664, 2097.4436217219186, 270.7111339710228, 888.5346497899758, 533.0111451202091, -1"
859,"576.6792264841067, 719.5242760453109, 51.67217983127294, 224.9300539815935, 825.8451279639123, 610.7336518645768, -1"
860,"228.01330077399635, 1062.2875283408844, 185.43423667407046, 200.82840183281752, 1059.2934392601385, 100.75452692415004, -1"
861,"356.1072166211749, 681.885515488563, 876.4937003820266, 193.99668737306172, 736.1067232231144, 1676.7171611003178, -1"
862,"1864.016672957571, 555.3514370888845, 303.1178178463857, 491.53419755076027, 397.4991261427434, 124.14953492048282, -1"
863,"670.5026327542006, 463.3133782344806, 2509.6947869062205, 140.53041818061774, 220.2478370033166, 709.0186169409621, -1"
864,"724.2251773745601, 240.75198281286976, 77.06028659969544, 1044.5125785074697, 869.2478994765086, 166.0009916671853, -1"
865,"833.2841393378113, 1960.7447970239841, 108.89595896437739, 797.6539614310284, 138.54271713574673, 898.258304327311, -1"
866,"2584.0843378283503, 361.1149923107877, 451.8902570824036, 145.6970156654188, 215.30426086695283, 648.8967047924427, -1"
867,"804.6895973763283, 1497.8136254700967, 546.7389328687298, 541.9964297604688, 1472.0296231198954, 340.3655112798145, -1"
868,"80.45729361750833, 611.9804704426521, 121.99840773483146, 685.819645136073, 262.4480960154945, 212.53823987856774, -1"
869,"4729.243493774101, 939.7664156270465, 278.8517103062382, 157.94542641383254, 65.48470524654462, 609.5555119427852, -1"
870,"5154.917082145301, 3250.7230976695682, 137.85823952729478, 323.7143430129508, 892.1392347622129, 272.54353335416045, -1"
871,"97.61315584669946, 7121.061383094151, 2849.518134388518, 717.1309050844421, 360.10598367805466, 216.90274708842176, -1"
872,"1704.437612916592, 350.643671103596, 663.7580358411503, 1483.4926833748775, 872.8573252558065, 1124.8702749728568, -1"
873,"298.2310541085237, 336.5779038134915, 1279.6675154846826, 156.81816105292836, 1999.2228295834175, 606.8785133514625, -1"
874,"584.171557489122, 552.7094500000553, 1154.9824544747653, 1326.9565970916833, 653.3664537463284, 182.71750593351473, -1"
875,"682.5963204460991, 248.21209877397607, 1284.4248107347814, 146.28903734938163, 503.5427700606541, 865.8213479798563, -1"
876,"3196.378593289239, 69.33325962462828, 191.19169040638607, 362.53753165529326, 89.2123160074668, 390.0128286056977, -1"
877,"1280.2873051136153, 176.7964676454196, 3022.1865860525986, 2629.5906357014, 146.22115132244406, 270.8822157909424, -1"
878,"523.1206965042091, 278.7012479569196, 2575.0292398495426, 591.2927860706645, 164.08959212244523, 306.10011559547576, -1"
879,"843.4542202817094, 1985.6035137756694, 584.9606803524348, 533.3985871397166, 188.4101456387401, 241.55663845442348, -1"
880,"2346.5677456068083, 617.8269080593408, 70.07342879817972, 180.6419146277823, 554.068299854556, 169.247692530481, -1"
881,"1189.8797581953318, 1824.3131222990996, 177.9448667018871, 691.7021164277362, 731.5210920378074, 3771.2778881130025, -1"
882,"853.4946861605033, 1122.446003054964, 221.76258488064445, 325.5190404787829, 2390.6826351575914, 1074.3922716972459, -1"
883,"189.30107591763164, 2368.923548897955, 684.1851538729303, 192.5890696271381, 1248.6354375959324, 172.37928791776426, -1"
884,"356.6357693935956, 282.9671572252044, 2470.593360617336, 1004.4452464826734, 726.0722324572839, 441.2617191375301, -1"
885,"1562.4690260874102, 1282.0072335083935, 314.1764231291387, 517.087288193566, 116.31324066099253, 575.3057856098342, -1"
886,"592.8428712272629, 594.6820509797802, 555.1852830351539, 300.70642606985695, 2810.918782324593, 366.0378349167911, -1"
887,"287.4167633067505, 412.3263673085763, 1041.069631438586, 3050.8189912703738, 472.5974469038632, 280.7297568395915, -1"
888,"1203.3952614074537, 220.114974241023, 205.0943449537102, 431.75004457049, 333.08819445780415, 384.8594934459901, -1"
889,"1109.1922957128836, 3157.0706804481224, 1329.7258149025708, 109.04791477753349, 241.32344511028413, 268.51371199732, -1"
890,"403.98691840103754, 514.5472981046838, 173.60494640600916, 340.2367064191054, 514.795749761396, 274.85764654613774, -1"
891,"659.8679581206295, 385.8350829347078, 2825.644921217382, 3846.459126208586, 156.39436526469393, 251.4878812432999, -1"
892,"5001.396495609457, 942.2353286010008, 501.3544041081329, 295.40059344266064, 396.67310323779077, 230.80292317148903, -1"
893,"509.8570232743183, 799.7017593462954, 1031.6362020980496, 297.03300583560656, 85.10845219522436, 245.84707308325895, -1"
894,"681.9877693271218, 3673.454601348009, 1676.7067191315832, 542.7613500967354, 115.7014801405901, 80.89379467446864, -1"
895,"306.08506602952895, 567.5042975197241, 215.32742659883132, 1162.0081097344346, 2373.862967322015, 149.61833114411516, -1"
896,"562.187659444433, 1611.3105221203355, 155.09578150129897, 283.0259137377295, 112.9176343254454, 469.6411192641615, -1"
897,"826.8582440443356, 289.36938796158097, 164.3942813383041, 932.0051758604179, 1017.134350406221, 158.1723839557044, -1"
898,"1192.7310146573675, 372.4281664566124, 426.5339256332394, 622.4971979904624, 5554.009253090525, 166.55662139000245, -1"
899,"1757.2617609824276, 4153.49669573844, 247.46613508862166, 691.4550179586083, 60.18610519389021, 282.3941458051715, -1"
900,"507.5914382171837, 359.05691179308224, 158.9370441059409, 884.4069149451507, 229.67949628453795, 101.10399411854988, 1742.3788147861346"
901,"1168.8265244598488, 438.2733925467013, 348.22182111099033, 1180.2822670223286, 749.9996802482583, 97.29773659201206, 128.25516652632547"
902,"93.43432080987782, 177.87717233920839, 1053.4590054337307, 53.485922063644395, 176.43307412271037, 294.20761441979744, 3770.3538999206075"
903,"176.46092249214325, 64.56971827257392, 1412.0106487159503, 686.0941277645416, 668.1656599635547, 343.3771334676554, 126.2894162337623"
904,"997.420519935928, 459.3601365930539, 340.0037806867583, 214.9181247915368, 1102.942136929034, 323.26251166968734, 143.84352003994013"
