graph_id,node_id,label,feat
312,4397,-1,"1,0.2,0.8666666666666667"
312,4398,-1,"1,0.3,0.4666666666666667"
312,4399,-1,"1,0.25,0.0"
312,4400,-1,"1,0.95,1.0"
312,4401,-1,"1,0.35,0.9333333333333333"
312,4402,0,"0,0.6666666666666666,0.5013927576601671"
312,4403,1,"0,0.5555555555555556,0.05013927576601671"
312,4404,2,"0,1.0,0.6149025069637883"
312,4405,3,"0,0.6666666666666666,0.7674094707520891"
312,4406,4,"0,0.5555555555555556,0.4206128133704735"
312,4407,5,"0,0.6666666666666666,0.66991643454039"
313,4408,-1,"1,0.0,0.7333333333333333"
313,4409,-1,"1,0.25,0.4666666666666667"
313,4410,-1,"1,0.35,0.06666666666666667"
313,4411,-1,"1,0.25,0.4666666666666667"
313,4412,-1,"1,0.3,0.6666666666666666"
313,4413,-1,"1,0.4,1.0"
313,4414,-1,"1,1.0,0.06666666666666667"
313,4415,-1,"1,0.15,0.8"
313,4416,-1,"1,0.6,0.0"
313,4417,-1,"1,0.95,0.6"
313,4418,0,"0,0.3333333333333333,0.8732590529247911"
313,4419,1,"0,0.6666666666666666,0.37186629526462395"
313,4420,2,"0,0.5555555555555556,0.04178272980501393"
313,4421,3,"0,0.1111111111111111,0.36002785515320335"
313,4422,4,"0,0.4444444444444444,0.14484679665738162"
313,4423,5,"0,0.4444444444444444,0.4157381615598886"
314,4424,-1,"1,0.9,0.9333333333333333"
314,4425,-1,"1,0.9,0.4"
314,4426,-1,"1,0.75,0.8"
314,4427,-1,"1,0.75,0.8"
314,4428,-1,"1,0.6,0.0"
314,4429,-1,"1,0.8,0.4666666666666667"
314,4430,-1,"1,0.0,0.8666666666666667"
314,4431,-1,"1,0.6,0.4"
314,4432,-1,"1,0.2,0.4"
314,4433,-1,"1,0.8,0.26666666666666666"
314,4434,0,"0,0.2222222222222222,0.8920612813370473"
314,4435,1,"0,0.1111111111111111,0.47980501392757663"
314,4436,2,"0,0.5555555555555556,0.4881615598885794"
314,4437,3,"0,0.4444444444444444,0.8168523676880223"
314,4438,4,"0,1.0,0.4087743732590529"
314,4439,5,"0,0.2222222222222222,0.6142061281337048"
315,4440,-1,"1,0.4,0.0"
315,4441,-1,"1,0.0,0.13333333333333333"
315,4442,-1,"1,0.1,1.0"
315,4443,-1,"1,0.45,0.26666666666666666"
315,4444,-1,"1,0.6,0.13333333333333333"
315,4445,-1,"1,0.05,0.4666666666666667"
315,4446,-1,"1,0.3,0.2"
315,4447,-1,"1,1.0,0.06666666666666667"
315,4448,-1,"1,0.0,0.26666666666666666"
315,4449,-1,"1,0.55,0.13333333333333333"
315,4450,0,"0,0.8888888888888888,0.056406685236768804"
315,4451,1,"0,0.2222222222222222,0.7792479108635098"
315,4452,2,"0,0.3333333333333333,0.41434540389972147"
315,4453,3,"0,1.0,0.8238161559888579"
315,4454,4,"0,1.0,0.46518105849582175"
315,4455,5,"0,0.2222222222222222,0.17618384401114207"
316,4456,-1,"1,0.9,0.7333333333333333"
316,4457,-1,"1,0.15,0.6"
316,4458,-1,"1,0.25,0.06666666666666667"
316,4459,-1,"1,0.5,0.8"
316,4460,-1,"1,0.5,0.06666666666666667"
316,4461,-1,"1,0.3,0.4"
316,4462,-1,"1,0.45,1.0"
316,4463,-1,"1,0.2,0.4666666666666667"
316,4464,-1,"1,0.4,0.2"
316,4465,-1,"1,0.15,0.06666666666666667"
316,4466,0,"0,0.0,0.9805013927576601"
316,4467,1,"0,0.7777777777777778,0.8760445682451253"
316,4468,2,"0,0.2222222222222222,0.8196378830083565"
316,4469,3,"0,1.0,0.3920612813370474"
316,4470,4,"0,0.7777777777777778,0.4832869080779944"
316,4471,5,"0,0.3333333333333333,0.30779944289693595"
317,4472,-1,"1,0.45,0.6666666666666666"
317,4473,-1,"1,0.7,0.2"
317,4474,-1,"1,0.7,0.5333333333333333"
317,4475,-1,"1,0.45,0.9333333333333333"
317,4476,-1,"1,0.7,0.7333333333333333"
317,4477,-1,"1,0.05,0.2"
317,4478,-1,"1,0.4,0.0"
317,4479,-1,"1,0.4,0.26666666666666666"
317,4480,-1,"1,0.5,0.06666666666666667"
317,4481,-1,"1,0.45,0.26666666666666666"
317,4482,0,"0,0.0,0.34331476323119775"
317,4483,1,"0,0.2222222222222222,0.6720055710306406"
317,4484,2,"0,1.0,0.2012534818941504"
317,4485,3,"0,0.3333333333333333,0.023676880222841225"
317,4486,4,"0,0.0,0.29596100278551535"
317,4487,5,"0,0.6666666666666666,0.7520891364902507"
318,4488,-1,"1,0.55,0.9333333333333333"
318,4489,-1,"1,0.7,0.0"
318,4490,-1,"1,0.15,0.4666666666666667"
318,4491,-1,"1,0.8,1.0"
318,4492,-1,"1,0.65,0.0"
318,4493,-1,"1,0.85,0.8666666666666667"
318,4494,-1,"1,0.9,1.0"
318,4495,-1,"1,0.75,0.6666666666666666"
318,4496,-1,"1,0.65,1.0"
318,4497,-1,"1,0.3,1.0"
318,4498,0,"0,0.8888888888888888,0.6155988857938719"
318,4499,1,"0,0.6666666666666666,0.5828690807799443"
318,4500,2,"0,0.6666666666666666,0.46657381615598886"
318,4501,3,"0,1.0,0.3474930362116992"
318,4502,4,"0,0.5555555555555556,0.1894150417827298"
318,4503,5,"0,0.6666666666666666,0.9547353760445683"
319,4504,-1,"1,0.6,0.6"
319,4505,-1,"1,0.0,0.2"
319,4506,-1,"1,0.55,0.9333333333333333"
319,4507,-1,"1,0.75,0.2"
319,4508,-1,"1,0.4,0.4666666666666667"
319,4509,-1,"1,0.3,0.8"
319,4510,-1,"1,0.65,0.8666666666666667"
319,4511,-1,"1,0.95,0.0"
319,4512,-1,"1,0.75,0.0"
319,4513,-1,"1,0.3,0.6666666666666666"
319,4514,0,"0,0.6666666666666666,0.18245125348189414"
319,4515,1,"0,0.3333333333333333,0.9589136490250696"
319,4516,2,"0,0.5555555555555556,0.7096100278551533"
319,4517,3,"0,0.3333333333333333,0.9289693593314763"
319,4518,4,"0,0.0,0.9282729805013927"
319,4519,5,"0,0.7777777777777778,0.7374651810584958"
320,4520,-1,"1,0.5,0.06666666666666667"
320,4521,-1,"1,0.1,1.0"
320,4522,-1,"1,0.9,0.5333333333333333"
320,4523,-1,"1,0.8,0.8666666666666667"
320,4524,-1,"1,0.85,0.6"
320,4525,-1,"1,0.4,0.13333333333333333"
320,4526,-1,"1,0.1,0.06666666666666667"
320,4527,-1,"1,0.45,0.26666666666666666"
320,4528,-1,"1,0.45,0.26666666666666666"
320,4529,-1,"1,0.35,0.2"
320,4530,0,"0,0.2222222222222222,0.36420612813370473"
320,4531,1,"0,0.5555555555555556,0.7583565459610028"
320,4532,2,"0,0.1111111111111111,0.7597493036211699"
320,4533,3,"0,0.1111111111111111,0.3551532033426184"
320,4534,4,"0,0.6666666666666666,0.5828690807799443"
320,4535,5,"0,0.0,0.366991643454039"
321,4536,-1,"1,0.5,0.4"
321,4537,-1,"1,0.05,0.8666666666666667"
321,4538,-1,"1,0.85,0.4"
321,4539,-1,"1,0.45,0.4666666666666667"
321,4540,-1,"1,0.3,0.4666666666666667"
321,4541,-1,"1,0.15,0.7333333333333333"
321,4542,-1,"1,0.45,0.2"
321,4543,-1,"1,0.7,1.0"
321,4544,-1,"1,0.6,0.8"
321,4545,-1,"1,0.65,0.6"
321,4546,0,"0,0.7777777777777778,0.5396935933147632"
321,4547,1,"0,0.1111111111111111,0.2096100278551532"
321,4548,2,"0,0.6666666666666666,0.44637883008356544"
321,4549,3,"0,0.8888888888888888,0.6956824512534819"
321,4550,4,"0,0.1111111111111111,0.4192200557103064"
321,4551,5,"0,0.7777777777777778,0.11002785515320335"
322,4552,-1,"1,0.15,0.06666666666666667"
322,4553,-1,"1,0.55,0.06666666666666667"
322,4554,-1,"1,0.05,0.8666666666666667"
322,4555,-1,"1,0.3,0.6"
322,4556,-1,"1,0.5,0.6666666666666666"
322,4557,-1,"1,0.7,0.6666666666666666"
322,4558,-1,"1,0.3,0.4666666666666667"
322,4559,-1,"1,0.25,0.9333333333333333"
322,4560,-1,"1,0.85,0.2"
322,4561,-1,"1,0.4,0.8"
322,4562,0,"0,0.8888888888888888,0.14415041782729804"
322,4563,1,"0,0.4444444444444444,0.9338440111420613"
322,4564,2,"0,0.8888888888888888,0.8057103064066853"
322,4565,3,"0,1.0,0.6706128133704735"
322,4566,4,"0,0.6666666666666666,0.24582172701949861"
322,4567,5,"0,0.2222222222222222,0.44846796657381616"
323,4568,-1,"1,0.55,0.26666666666666666"
323,4569,-1,"1,0.85,0.8666666666666667"
323,4570,-1,"1,0.3,0.8"
323,4571,-1,"1,0.9,0.8"
323,4572,-1,"1,0.65,1.0"
323,4573,-1,"1,0.1,0.5333333333333333"
323,4574,-1,"1,0.45,0.7333333333333333"
323,4575,-1,"1,0.85,0.5333333333333333"
323,4576,-1,"1,0.6,0.5333333333333333"
323,4577,-1,"1,0.15,1.0"
323,4578,0,"0,0.0,0.9206128133704735"
323,4579,1,"0,0.6666666666666666,0.20403899721448468"
323,4580,2,"0,0.2222222222222222,0.13440111420612813"
323,4581,3,"0,0.2222222222222222,0.9171309192200557"
323,4582,4,"0,1.0,0.0967966573816156"
323,4583,5,"0,0.4444444444444444,0.07242339832869081"
324,4584,-1,"1,0.0,0.3333333333333333"
324,4585,-1,"1,0.9,0.2"
324,4586,-1,"1,0.95,0.7333333333333333"
324,4587,-1,"1,0.15,0.6666666666666666"
324,4588,-1,"1,0.1,0.6"
324,4589,-1,"1,0.0,0.6666666666666666"
324,4590,-1,"1,0.25,0.9333333333333333"
324,4591,-1,"1,0.05,0.8666666666666667"
324,4592,-1,"1,0.25,0.8"
324,4593,-1,"1,0.4,0.5333333333333333"
324,4594,0,"0,0.2222222222222222,0.878133704735376"
324,4595,1,"0,0.0,0.3098885793871866"
324,4596,2,"0,0.5555555555555556,0.5793871866295265"
324,4597,3,"0,0.5555555555555556,0.16225626740947074"
324,4598,4,"0,0.8888888888888888,0.04387186629526462"
324,4599,5,"0,0.5555555555555556,0.19498607242339833"
325,4600,-1,"1,0.85,0.5333333333333333"
325,4601,-1,"1,0.25,0.6666666666666666"
325,4602,-1,"1,0.95,0.26666666666666666"
325,4603,-1,"1,0.35,0.5333333333333333"
325,4604,-1,"1,0.65,0.13333333333333333"
325,4605,-1,"1,0.5,0.4666666666666667"
325,4606,-1,"1,0.75,0.4"
325,4607,-1,"1,0.1,0.3333333333333333"
325,4608,-1,"1,0.2,0.6666666666666666"
325,4609,-1,"1,1.0,0.9333333333333333"
325,4610,0,"0,0.1111111111111111,0.5167130919220055"
325,4611,1,"0,0.4444444444444444,0.2193593314763231"
325,4612,2,"0,0.6666666666666666,0.4853760445682451"
325,4613,3,"0,0.1111111111111111,0.2541782729805014"
325,4614,4,"0,0.2222222222222222,0.5947075208913649"
325,4615,5,"0,0.2222222222222222,0.6295264623955432"
326,4616,-1,"1,0.45,0.6666666666666666"
326,4617,-1,"1,0.6,0.13333333333333333"
326,4618,-1,"1,0.65,0.6"
326,4619,-1,"1,0.95,0.9333333333333333"
326,4620,-1,"1,0.7,0.6"
326,4621,-1,"1,0.15,1.0"
326,4622,-1,"1,0.7,0.06666666666666667"
326,4623,-1,"1,0.2,0.6"
326,4624,-1,"1,0.25,1.0"
326,4625,-1,"1,0.4,0.8666666666666667"
326,4626,0,"0,0.4444444444444444,0.39763231197771587"
326,4627,1,"0,0.4444444444444444,0.5619777158774373"
326,4628,2,"0,0.3333333333333333,0.49442896935933145"
326,4629,3,"0,0.6666666666666666,0.3934540389972145"
326,4630,4,"0,0.7777777777777778,0.724233983286908"
326,4631,5,"0,0.1111111111111111,0.28342618384401114"
327,4632,-1,"1,0.05,0.13333333333333333"
327,4633,-1,"1,1.0,0.7333333333333333"
327,4634,-1,"1,0.0,0.2"
327,4635,-1,"1,0.05,0.0"
327,4636,-1,"1,0.35,0.26666666666666666"
327,4637,-1,"1,0.0,0.5333333333333333"
327,4638,-1,"1,0.45,1.0"
327,4639,-1,"1,0.2,0.9333333333333333"
327,4640,-1,"1,0.7,1.0"
327,4641,-1,"1,0.5,0.2"
327,4642,0,"0,1.0,0.46518105849582175"
327,4643,1,"0,0.6666666666666666,0.07172701949860724"
327,4644,2,"0,0.1111111111111111,0.9136490250696379"
327,4645,3,"0,0.1111111111111111,0.25835654596100277"
327,4646,4,"0,0.7777777777777778,0.5285515320334262"
327,4647,5,"0,0.3333333333333333,0.6678272980501393"
328,4648,-1,"1,0.7,0.7333333333333333"
328,4649,-1,"1,0.4,0.8"
328,4650,-1,"1,0.3,0.6"
328,4651,-1,"1,0.0,0.13333333333333333"
328,4652,-1,"1,0.9,0.06666666666666667"
328,4653,-1,"1,0.9,0.4666666666666667"
328,4654,-1,"1,0.05,0.13333333333333333"
328,4655,-1,"1,0.4,0.6"
328,4656,-1,"1,0.5,0.6666666666666666"
328,4657,-1,"1,0.55,0.13333333333333333"
328,4658,0,"0,1.0,0.5090529247910863"
328,4659,1,"0,0.8888888888888888,0.009749303621169917"
328,4660,2,"0,0.2222222222222222,0.8112813370473537"
328,4661,3,"0,0.3333333333333333,0.7722841225626741"
328,4662,4,"0,0.5555555555555556,0.1796657381615599"
328,4663,5,"0,0.8888888888888888,0.8189415041782729"
329,4664,-1,"1,0.1,0.13333333333333333"
329,4665,-1,"1,0.85,0.0"
329,4666,-1,"1,0.75,0.8"
329,4667,-1,"1,1.0,0.4666666666666667"
329,4668,-1,"1,0.95,0.8666666666666667"
329,4669,-1,"1,0.45,0.8666666666666667"
329,4670,-1,"1,0.75,0.8"
329,4671,-1,"1,0.85,0.4"
329,4672,-1,"1,0.55,0.7333333333333333"
329,4673,-1,"1,0.9,0.5333333333333333"
329,4674,0,"0,0.6666666666666666,0.27158774373259054"
329,4675,1,"0,0.3333333333333333,0.963091922005571"
329,4676,2,"0,0.8888888888888888,0.42409470752089135"
329,4677,3,"0,0.0,0.963091922005571"
329,4678,4,"0,1.0,0.692200557103064"
329,4679,5,"0,0.3333333333333333,0.1713091922005571"
330,4680,-1,"1,0.65,0.5333333333333333"
330,4681,-1,"1,1.0,0.7333333333333333"
330,4682,-1,"1,0.8,0.06666666666666667"
330,4683,-1,"1,0.95,0.2"
330,4684,-1,"1,0.6,0.13333333333333333"
330,4685,-1,"1,0.9,0.5333333333333333"
330,4686,-1,"1,0.0,0.8"
330,4687,-1,"1,0.0,0.4666666666666667"
330,4688,-1,"1,0.9,0.5333333333333333"
330,4689,-1,"1,0.9,0.4666666666666667"
330,4690,0,"0,0.4444444444444444,0.3871866295264624"
330,4691,1,"0,0.0,0.39902506963788303"
330,4692,2,"0,0.0,0.5424791086350975"
330,4693,3,"0,0.2222222222222222,0.7924791086350975"
330,4694,4,"0,0.6666666666666666,0.34540389972144847"
330,4695,5,"0,0.6666666666666666,0.963091922005571"
331,4696,-1,"1,0.4,0.8666666666666667"
331,4697,-1,"1,0.4,0.4666666666666667"
331,4698,-1,"1,0.8,0.26666666666666666"
331,4699,-1,"1,0.75,0.8666666666666667"
331,4700,-1,"1,0.15,0.8666666666666667"
331,4701,-1,"1,0.1,0.9333333333333333"
331,4702,-1,"1,0.35,0.8"
331,4703,-1,"1,0.7,0.8"
331,4704,-1,"1,0.95,0.6666666666666666"
331,4705,-1,"1,1.0,0.9333333333333333"
331,4706,0,"0,0.1111111111111111,0.48467966573816157"
331,4707,1,"0,0.7777777777777778,0.5376044568245125"
331,4708,2,"0,1.0,0.7075208913649025"
331,4709,3,"0,0.2222222222222222,0.43454038997214484"
331,4710,4,"0,0.1111111111111111,0.3767409470752089"
331,4711,5,"0,1.0,0.9610027855153204"
332,4712,-1,"1,0.85,0.6"
332,4713,-1,"1,0.0,0.3333333333333333"
332,4714,-1,"1,0.15,0.4666666666666667"
332,4715,-1,"1,0.25,0.8"
332,4716,-1,"1,0.9,0.8666666666666667"
332,4717,-1,"1,0.5,0.13333333333333333"
332,4718,-1,"1,0.75,0.26666666666666666"
332,4719,-1,"1,0.15,0.2"
332,4720,-1,"1,0.05,0.9333333333333333"
332,4721,-1,"1,0.55,0.3333333333333333"
332,4722,0,"0,0.6666666666666666,0.8112813370473537"
332,4723,1,"0,0.5555555555555556,0.1713091922005571"
332,4724,2,"0,0.5555555555555556,0.4986072423398329"
332,4725,3,"0,0.8888888888888888,0.7736768802228412"
332,4726,4,"0,0.5555555555555556,0.27298050139275765"
332,4727,5,"0,1.0,0.7611420612813371"
333,4728,-1,"1,0.6,0.3333333333333333"
333,4729,-1,"1,0.75,0.4666666666666667"
333,4730,-1,"1,0.6,0.13333333333333333"
333,4731,-1,"1,1.0,0.13333333333333333"
333,4732,-1,"1,1.0,0.8"
333,4733,-1,"1,0.6,0.0"
333,4734,-1,"1,0.0,0.4"
333,4735,-1,"1,0.35,0.8"
333,4736,-1,"1,0.85,1.0"
333,4737,-1,"1,0.9,0.8666666666666667"
333,4738,0,"0,0.5555555555555556,0.7423398328690808"
333,4739,1,"0,0.8888888888888888,0.6288300835654597"
333,4740,2,"0,0.1111111111111111,0.5424791086350975"
333,4741,3,"0,0.1111111111111111,0.5557103064066853"
333,4742,4,"0,0.8888888888888888,0.5452646239554317"
333,4743,5,"0,0.2222222222222222,0.39763231197771587"
334,4744,-1,"1,0.6,0.0"
334,4745,-1,"1,0.1,0.06666666666666667"
334,4746,-1,"1,0.6,0.4666666666666667"
334,4747,-1,"1,0.4,0.26666666666666666"
334,4748,-1,"1,0.9,0.6"
334,4749,-1,"1,0.6,0.13333333333333333"
334,4750,-1,"1,0.55,0.5333333333333333"
334,4751,-1,"1,0.6,0.2"
334,4752,-1,"1,0.55,0.8666666666666667"
334,4753,-1,"1,0.6,0.6"
334,4754,0,"0,0.5555555555555556,0.40598885793871864"
334,4755,1,"0,1.0,0.28969359331476324"
334,4756,2,"0,0.0,0.5947075208913649"
334,4757,3,"0,1.0,0.44220055710306405"
334,4758,4,"0,0.7777777777777778,0.21448467966573817"
334,4759,5,"0,0.6666666666666666,0.282033426183844"
335,4760,-1,"1,0.2,0.8"
335,4761,-1,"1,0.4,0.26666666666666666"
335,4762,-1,"1,0.35,0.26666666666666666"
335,4763,-1,"1,0.25,0.06666666666666667"
335,4764,-1,"1,0.75,0.0"
335,4765,-1,"1,0.85,0.26666666666666666"
335,4766,-1,"1,0.95,1.0"
335,4767,-1,"1,0.45,0.4"
335,4768,-1,"1,0.2,0.7333333333333333"
335,4769,-1,"1,0.4,0.6"
335,4770,0,"0,0.1111111111111111,0.5188022284122563"
335,4771,1,"0,0.3333333333333333,0.14066852367688024"
335,4772,2,"0,0.7777777777777778,0.04944289693593315"
335,4773,3,"0,0.4444444444444444,0.4032033426183844"
335,4774,4,"0,0.1111111111111111,0.04387186629526462"
335,4775,5,"0,0.3333333333333333,0.40459610027855153"
336,4776,-1,"1,0.8,0.6666666666666666"
336,4777,-1,"1,0.6,0.3333333333333333"
336,4778,-1,"1,0.05,0.13333333333333333"
336,4779,-1,"1,0.75,0.06666666666666667"
336,4780,-1,"1,0.85,0.6"
336,4781,-1,"1,0.8,1.0"
336,4782,-1,"1,0.0,0.0"
336,4783,-1,"1,0.65,0.06666666666666667"
336,4784,-1,"1,0.6,0.4666666666666667"
336,4785,-1,"1,0.7,0.3333333333333333"
336,4786,0,"0,0.1111111111111111,0.11977715877437325"
336,4787,1,"0,0.8888888888888888,0.5264623955431755"
336,4788,2,"0,0.1111111111111111,0.19428969359331477"
336,4789,3,"0,0.6666666666666666,0.6107242339832869"
336,4790,4,"0,0.3333333333333333,0.6204735376044568"
336,4791,5,"0,0.3333333333333333,0.9610027855153204"
337,4792,-1,"1,0.7,0.8666666666666667"
337,4793,-1,"1,0.65,1.0"
337,4794,-1,"1,0.95,0.9333333333333333"
337,4795,-1,"1,0.6,0.06666666666666667"
337,4796,-1,"1,0.9,0.8666666666666667"
337,4797,-1,"1,0.75,0.8666666666666667"
337,4798,-1,"1,0.0,1.0"
337,4799,-1,"1,0.55,0.4"
337,4800,-1,"1,0.2,0.06666666666666667"
337,4801,-1,"1,0.7,0.06666666666666667"
337,4802,0,"0,0.3333333333333333,0.8823119777158774"
337,4803,1,"0,1.0,0.30779944289693595"
337,4804,2,"0,0.3333333333333333,0.07520891364902507"
337,4805,3,"0,0.5555555555555556,0.7472144846796658"
337,4806,4,"0,0.7777777777777778,0.4052924791086351"
337,4807,5,"0,0.7777777777777778,0.6079387186629527"
338,4808,-1,"1,0.35,0.6666666666666666"
338,4809,-1,"1,0.55,0.26666666666666666"
338,4810,-1,"1,0.05,0.6666666666666666"
338,4811,-1,"1,0.4,0.7333333333333333"
338,4812,-1,"1,0.25,0.0"
338,4813,-1,"1,0.3,0.0"
338,4814,-1,"1,0.7,0.7333333333333333"
338,4815,-1,"1,0.6,1.0"
338,4816,-1,"1,0.95,0.2"
338,4817,-1,"1,0.2,0.2"
338,4818,0,"0,0.3333333333333333,0.24373259052924792"
338,4819,1,"0,0.5555555555555556,0.4818941504178273"
338,4820,2,"0,1.0,0.2214484679665738"
338,4821,3,"0,0.3333333333333333,0.08426183844011143"
338,4822,4,"0,0.5555555555555556,0.9282729805013927"
338,4823,5,"0,0.8888888888888888,0.116991643454039"
339,4824,-1,"1,0.9,0.2"
339,4825,-1,"1,0.25,0.8"
339,4826,-1,"1,0.55,0.4666666666666667"
339,4827,-1,"1,1.0,1.0"
339,4828,-1,"1,0.45,0.9333333333333333"
339,4829,-1,"1,0.3,0.6"
339,4830,-1,"1,0.05,0.6666666666666666"
339,4831,-1,"1,0.35,0.13333333333333333"
339,4832,-1,"1,1.0,0.6"
339,4833,-1,"1,0.65,0.4"
339,4834,0,"0,0.8888888888888888,0.10933147632311978"
339,4835,1,"0,0.3333333333333333,0.6740947075208914"
339,4836,2,"0,0.1111111111111111,0.8969359331476323"
339,4837,3,"0,0.0,0.8941504178272981"
339,4838,4,"0,0.8888888888888888,0.0383008356545961"
339,4839,5,"0,0.2222222222222222,0.46030640668523676"
340,4840,-1,"1,0.6,0.8"
340,4841,-1,"1,0.3,0.4"
340,4842,-1,"1,0.8,0.5333333333333333"
340,4843,-1,"1,0.0,0.0"
340,4844,-1,"1,0.4,0.4666666666666667"
340,4845,-1,"1,0.5,0.9333333333333333"
340,4846,-1,"1,0.25,0.5333333333333333"
340,4847,-1,"1,0.4,0.0"
340,4848,-1,"1,0.4,0.2"
340,4849,-1,"1,0.15,0.13333333333333333"
340,4850,0,"0,0.6666666666666666,0.23885793871866295"
340,4851,1,"0,0.7777777777777778,0.11977715877437325"
340,4852,2,"0,0.6666666666666666,0.45403899721448465"
340,4853,3,"0,0.1111111111111111,0.45891364902506965"
340,4854,4,"0,1.0,0.29596100278551535"
340,4855,5,"0,0.4444444444444444,0.25487465181058494"
341,4856,-1,"1,0.65,0.9333333333333333"
341,4857,-1,"1,0.25,0.0"
341,4858,-1,"1,0.35,0.8666666666666667"
341,4859,-1,"1,0.5,1.0"
341,4860,-1,"1,0.1,0.5333333333333333"
341,4861,-1,"1,0.85,0.3333333333333333"
341,4862,-1,"1,0.95,0.4"
341,4863,-1,"1,0.7,0.7333333333333333"
341,4864,-1,"1,0.5,0.26666666666666666"
341,4865,-1,"1,0.95,1.0"
341,4866,0,"0,0.2222222222222222,0.9505571030640668"
341,4867,1,"0,0.8888888888888888,0.3168523676880223"
341,4868,2,"0,1.0,0.17688022284122562"
341,4869,3,"0,0.6666666666666666,0.8391364902506964"
341,4870,4,"0,0.3333333333333333,0.7764623955431755"
341,4871,5,"0,0.4444444444444444,0.034818941504178275"
342,4872,-1,"1,0.95,0.0"
342,4873,-1,"1,0.3,0.26666666666666666"
342,4874,-1,"1,0.4,0.6666666666666666"
342,4875,-1,"1,0.75,1.0"
342,4876,-1,"1,0.75,0.7333333333333333"
342,4877,-1,"1,0.05,0.2"
342,4878,-1,"1,0.3,0.5333333333333333"
342,4879,-1,"1,0.4,0.8"
342,4880,-1,"1,0.2,1.0"
342,4881,-1,"1,0.0,0.26666666666666666"
342,4882,0,"0,0.5555555555555556,0.7590529247910863"
342,4883,1,"0,0.0,0.575208913649025"
342,4884,2,"0,0.2222222222222222,0.6518105849582173"
342,4885,3,"0,0.0,0.9004178272980501"
342,4886,4,"0,0.7777777777777778,0.12186629526462396"
342,4887,5,"0,0.5555555555555556,0.9895543175487466"
343,4888,-1,"1,0.4,0.3333333333333333"
343,4889,-1,"1,0.25,0.0"
343,4890,-1,"1,0.0,0.13333333333333333"
343,4891,-1,"1,0.85,0.8666666666666667"
343,4892,-1,"1,0.95,0.2"
343,4893,-1,"1,0.35,0.13333333333333333"
343,4894,-1,"1,0.85,0.6"
343,4895,-1,"1,0.5,0.13333333333333333"
343,4896,-1,"1,0.55,0.06666666666666667"
343,4897,-1,"1,0.3,0.2"
343,4898,0,"0,0.3333333333333333,0.6274373259052924"
343,4899,1,"0,0.6666666666666666,0.4554317548746518"
343,4900,2,"0,0.1111111111111111,0.3955431754874652"
343,4901,3,"0,0.2222222222222222,0.04735376044568245"
343,4902,4,"0,0.5555555555555556,0.7430362116991643"
343,4903,5,"0,0.8888888888888888,0.6963788300835655"
344,4904,-1,"1,0.35,0.2"
344,4905,-1,"1,0.5,0.06666666666666667"
344,4906,-1,"1,0.0,0.13333333333333333"
344,4907,-1,"1,0.3,0.3333333333333333"
344,4908,-1,"1,0.55,0.4"
344,4909,-1,"1,1.0,0.8"
344,4910,-1,"1,0.45,0.13333333333333333"
344,4911,-1,"1,0.1,0.5333333333333333"
344,4912,-1,"1,0.75,0.5333333333333333"
344,4913,-1,"1,0.55,0.7333333333333333"
344,4914,0,"0,1.0,0.685933147632312"
344,4915,1,"0,0.3333333333333333,0.133008356545961"
344,4916,2,"0,0.3333333333333333,0.7625348189415042"
344,4917,3,"0,0.4444444444444444,0.05153203342618384"
344,4918,4,"0,1.0,0.8906685236768802"
344,4919,5,"0,0.6666666666666666,0.028551532033426183"
345,4920,-1,"1,0.5,0.6"
345,4921,-1,"1,0.6,0.0"
345,4922,-1,"1,0.65,0.2"
345,4923,-1,"1,0.4,0.3333333333333333"
345,4924,-1,"1,0.2,0.26666666666666666"
345,4925,-1,"1,0.3,0.3333333333333333"
345,4926,-1,"1,0.4,0.4"
345,4927,-1,"1,0.4,0.13333333333333333"
345,4928,-1,"1,0.3,0.5333333333333333"
345,4929,-1,"1,0.05,0.4"
345,4930,0,"0,0.1111111111111111,0.31824512534818944"
345,4931,1,"0,0.7777777777777778,0.6824512534818942"
345,4932,2,"0,0.8888888888888888,0.25835654596100277"
345,4933,3,"0,0.7777777777777778,0.26880222841225626"
345,4934,4,"0,0.0,0.9853760445682451"
345,4935,5,"0,0.2222222222222222,0.13649025069637882"
346,4936,-1,"1,0.5,0.6"
346,4937,-1,"1,0.0,0.4666666666666667"
346,4938,-1,"1,0.5,0.2"
346,4939,-1,"1,0.8,0.06666666666666667"
346,4940,-1,"1,0.05,0.7333333333333333"
346,4941,-1,"1,0.45,0.13333333333333333"
346,4942,-1,"1,0.15,0.6666666666666666"
346,4943,-1,"1,0.9,0.9333333333333333"
346,4944,-1,"1,0.0,0.06666666666666667"
346,4945,-1,"1,0.8,0.7333333333333333"
346,4946,0,"0,0.3333333333333333,0.841225626740947"
346,4947,1,"0,0.0,0.04387186629526462"
346,4948,2,"0,0.1111111111111111,0.2883008356545961"
346,4949,3,"0,0.4444444444444444,0.6866295264623955"
346,4950,4,"0,0.7777777777777778,0.029944289693593314"
346,4951,5,"0,0.6666666666666666,0.6518105849582173"
347,4952,-1,"1,0.45,0.8"
347,4953,-1,"1,0.9,0.6"
347,4954,-1,"1,0.65,0.13333333333333333"
347,4955,-1,"1,0.15,0.9333333333333333"
347,4956,-1,"1,1.0,0.0"
347,4957,-1,"1,0.1,0.6"
347,4958,-1,"1,0.7,0.8666666666666667"
