graph_id,0,1,2,3,4,5,6
367,67.83364,1324.0249,233.10963,903.54565,171.76021,289.7991,-1.0
368,6810.272,250.9633,524.7745,743.8368,366.09265,708.8992,-1.0
369,1697.0809,1206.4172,225.78992,1295.4427,1924.5353,337.7055,-1.0
370,2718.1458,214.57729,292.0801,257.07468,755.9895,1938.2101,-1.0
371,652.1785,1512.1852,611.6516,509.7858,540.9782,2911.788,-1.0
372,936.77155,615.92664,396.93686,1217.4303,188.65388,491.67215,-1.0
373,6463.4346,137.73166,261.7465,152.32771,238.47894,959.0033,-1.0
374,401.94086,660.7785,551.0966,1335.4872,369.6632,1676.5969,-1.0
375,1331.3975,1814.5151,233.08397,801.0838,225.79672,2531.1367,-1.0
376,2319.8286,973.1218,298.3082,226.00606,143.1104,1041.2523,-1.0
377,264.80136,790.5737,415.6848,236.01036,420.48068,355.66068,-1.0
378,672.42804,5299.7363,222.38522,807.3806,3977.8652,6596.7085,-1.0
379,1022.7373,383.8739,1916.4646,85.01129,2192.1794,575.2406,-1.0
380,285.0541,283.97098,361.24948,578.386,600.3185,1608.8221,-1.0
381,677.5059,528.6414,85.89737,8002.2124,380.3294,2408.0488,-1.0
382,287.5361,1372.1283,221.09483,712.8505,153.94975,783.61945,-1.0
383,473.24918,2202.3457,463.31693,205.58673,58.717915,522.62134,-1.0
384,181.09798,166.48207,366.53784,506.9777,1519.7971,176.51028,-1.0
385,137.186,486.06232,595.0705,1576.8209,785.4286,2581.8726,-1.0
386,727.6064,1750.3838,202.30852,3327.7878,659.18475,1639.5797,-1.0
387,111.65041,525.8598,2652.4697,386.2658,428.08127,967.0789,-1.0
388,831.39996,804.4023,379.85416,398.10605,104.337746,758.7818,-1.0
389,875.77203,4923.095,134.00719,1140.5961,1144.247,229.03798,-1.0
390,1102.3477,713.1022,74.26809,470.88193,1212.5905,848.16547,-1.0
391,453.722,3401.4504,595.23663,70.579926,427.0301,1514.6072,-1.0
392,1199.516,373.38156,484.61194,327.7764,1068.0367,1510.2574,-1.0
393,1142.1573,536.75977,1053.2395,851.5804,163.4816,903.7021,-1.0
394,385.4332,267.38986,909.1763,795.24994,1423.7549,582.49475,-1.0
395,567.8163,169.57631,233.41216,662.72235,154.43352,315.80402,-1.0
396,379.39984,209.60876,871.4834,797.34186,335.50638,317.68985,-1.0
397,473.23166,212.4691,215.38344,533.6418,217.41275,381.04327,-1.0
398,1271.5099,143.71452,195.61488,525.4926,504.98615,3621.6763,-1.0
399,409.35623,665.7829,680.4997,893.5787,369.51804,387.2265,-1.0
400,205.62798,1604.0837,311.83054,266.42123,424.3966,797.1856,817.37177
401,1478.9017,249.85965,347.04,2048.4893,711.873,711.6666,4068.3862
402,3806.4746,268.17972,250.34877,268.6864,197.52296,130.40524,1455.7896
403,142.65474,1403.8722,453.68375,381.51352,538.0465,160.97025,129.09477
404,679.5822,580.5347,518.7513,606.6593,328.9314,72.137245,1022.39386
405,301.21954,1519.431,1702.2499,161.39146,363.80548,601.8876,206.12386
406,3464.0781,188.77365,294.57834,333.2667,926.7152,501.57373,1850.6685
407,656.30664,2507.2837,723.3143,463.69254,560.743,220.65186,1037.6104
408,433.37076,2440.495,536.0667,2098.9658,616.56384,440.38406,852.8721
409,449.79495,1388.524,617.7287,176.12419,783.6155,136.10454,196.20192
410,349.7991,700.3892,357.7479,314.30075,757.28986,256.74594,438.31662
411,1911.9132,299.29642,258.33102,401.21072,227.30215,572.1699,777.6514
412,722.33545,280.58566,267.07846,57.243393,1872.3096,2916.0178,112.33829
413,4823.9487,272.13467,400.5416,325.2543,321.21436,470.7193,934.7481
414,5244.9917,275.56216,402.56143,5280.98,239.7346,103.22607,298.28293
415,265.43527,66.95296,268.48416,820.25214,404.64853,60.52523,160.65544
416,339.84412,545.58344,139.71031,307.93765,340.38077,300.9177,329.65176
417,668.2852,672.7138,342.90298,921.59326,529.7649,115.777695,1505.9105
418,725.00555,1438.4066,1642.4982,83.920334,650.26715,754.4314,766.60516
419,4693.7046,102-1.08417,750.356,244.70613,666.18176,282.44965,1062.5157
420,207.10039,2146.3135,218.92043,371.87827,3347.203,67.34009,545.1598
421,243.58116,123.53202,201.47066,116.21074,1407.3744,459.86844,104.26621
422,814.2402,351.5704,3324.1504,297.57895,1451.1713,554.0004,4233.8374
423,20-1.06926,184-1.0043,884.98706,289.7267,746.92773,1835.956,1876.8475
424,381.11847,524.7725,97.67453,419.1254,951.5247,286.48337,1389.6378
425,387.4218,456.59006,1115.2423,468.69516,429.39267,361.75604,222.85725
426,1128.2538,159.3586,758.4765,131.1684,5156.799,337.60922,1079.2898
427,3167.5662,197.43376,122.97237,517.57635,233.79877,112.28002,1398.665
428,2018.5302,5517.4907,908.0285,63.977,387.42126,534.17993,1518.5785
429,3079.6667,109.395454,1797.3079,1710.7001,314.20135,436.0247,229.9166
430,502.0661,98.44629,96.99217,183.7649,216.08937,607.0458,1140.4385
431,1833.949,316.63406,4209.9546,290.26834,188.33661,124.34564,499.25787
432,3178.58,177.5162,402.76584,156.49248,450.38943,416.31183,1687.7948
433,525.341,1212.7921,247.18579,457.0037,200.2361,273.64218,227.20776
434,111.95005,1532.6761,454.43436,223.36194,848.8564,263.68832,58.218067
435,2873.229,414.06616,4335.3154,447.18634,381.01022,513.7611,679.94946
436,1136.0109,498.78302,583.1104,148.85742,781.3048,272.99527,2245.6438
437,624.91766,215.3089,650.90875,1235.9138,73.52046,34-1.04272,1356.7134
438,423.73373,506.75192,392.92654,509.3022,393.94452,714.38153,952.66254
439,258.16132,3478.5972,421.94913,939.0264,1335.504,386.06158,597.7175
440,449.65567,363.73694,182.66301,196.30669,543.38605,913.78326,84-1.07086
441,1833.0465,798.7243,550.84845,741.69196,2721.833,185.68976,1153.5143
442,913.53265,215.43407,316.5428,422.24182,1803.3383,443.60135,846.39105
443,792.6683,406.92075,828.1514,69.86195,690.66534,266.5255,418.12448
444,3756.8804,189.72548,355.17,259.14322,188.67758,375.58124,282.53436
445,303.3758,1265.682,172.63098,1359.8086,1618.8579,903.2278,1938.6692
446,1374.1232,973.9995,110.63551,2526.5537,458.61792,715.08997,976.2881
447,364.61386,104.15361,375.9707,3769.976,722.89954,192.4667,282.9888
448,5889.9443,253.34627,439.20743,376.47763,119.28495,601.2834,3851.5137
449,317.70676,943.31024,831.30975,829.2508,411.4201,379.50568,1574.3065
450,980.6557,352.70776,208.9836,281.3998,340.5588,444.67145,2555.561
451,384.72867,736.8869,2507.5508,594.05164,439.91803,239.02432,259.87518
452,708.56195,2226.5957,1183.3088,248.58159,389.21536,211.61058,261.62814
453,450.6279,647.5497,506.8212,182.52135,286.2035,286.3728,876.7489
454,1214.5614,188.95699,765.05634,253.14784,346.22797,209.68752,3673.1406
455,94.7535,940.471,584.94946,382.13687,236.94872,1084.5936,1002.90955
456,2180.1323,663.5849,296.65558,801.5319,693.8718,1443.9491,797.4561
457,2321.6855,497.3114,425.23123,497.96286,168.72032,122.20465,842.7241
458,675.7566,622.83795,2051.2427,455.37894,324.88623,2404.2446,1108.277
459,197.79819,653.2217,4023.2908,717.944,164.3848,208.6152,429.8721
460,3808.526,1593.2797,784.6298,708.17505,300.6437,250.38393,599.79126
461,504.20746,624.78986,1067.9818,126.38395,238.61537,1045.7913,245.71872
462,261.7395,6613.6245,1985.4272,528.13007,720.8499,115.244934,93.41096
463,396.06198,632.5422,223.83627,120.88233,4409.125,350.26157,443.78528
464,2204.6226,645.93195,1029.9043,695.9722,227.34454,97.49272,2242.8132
465,238.0577,1439.3285,177.72302,1170.754,590.9221,318.9967,160.37903
466,102.029396,998.64325,664.07263,577.72986,118.96799,494.06638,421.96173
467,1423.4686,337.03088,793.5699,933.5816,650.7003,206.10521,2995.3171
468,10173.41,1095.3606,245.31097,225.1887,662.422,622.0543,4507.2026
469,971.62427,239.10187,1004.71704,112.376686,183.00932,449.94943,532.0466
470,1056.8429,1721.9572,351.50385,1040.4347,1073.0525,293.3328,964.5258
471,444.6582,426.12073,330.93063,284.03043,2778.4456,317.93198,118.138405
472,1430.798,150.2318,504.2952,209.18877,1899.6912,295.82382,948.55084
473,1496.3782,347.2587,226.6441,305.619,100.28339,426.0107,801.99915
474,3260.7742,609.1568,457.82803,1031.2448,592.6554,216.6348,3524.8184
475,539.5537,958.13275,189.0826,442.7934,84.4695,336.83276,569.1737
476,365.0036,424.8942,817.6609,1514.2568,1589.73,265.0332,1364.0002
477,2104.3193,296.31262,325.73315,251.26384,100.64761,221.98593,5627.186
478,259.82828,10396.266,147.61186,201.90529,335.81018,574.1884,304.57416
479,175.49696,291.17526,441.9977,253.94316,1475.8757,133.21686,823.46936
480,86.27999,144.69522,306.36877,871.1268,139.33147,236.9125,17-1.0604
481,927.5987,191.52318,1150.639,4421.4043,328.06464,151.09874,126.60899
482,104.15469,128.65591,875.2554,496.73105,339.61316,409.4711,71.168915
483,279.11087,83.24133,841.5889,4490.799,500.60928,329.74365,305.63644
484,3028.745,836.9272,999.63043,590.76886,227.44131,263.74573,306.24976
485,1057.9459,107.462036,37-1.06183,325.56473,297.89594,696.4914,1167.5485
486,534.73016,153.34654,565.10535,841.7801,1405.2228,400.49698,151.45673
487,1464.129,2230.9849,535.3177,306.0243,664.23566,259.0241,194.92413
488,826.2244,337.40698,844.1455,1255.4392,416.23865,254.00105,727.70874
489,1116.0892,269.59952,107.2858,136.12358,271.16043,123.07753,874.35876
490,732.858,428.14062,1057.7096,522.1448,131.40468,367.53906,792.1139
491,456.68002,502.5271,362.09793,199.4071,429.87637,527.9502,1271.9181
492,685.18756,1208.1605,122.59592,187.408,452.26794,164.64671,695.56213
493,578.23785,800.9379,891.2475,1035.726,798.18823,578.833,1526.2959
494,687.71686,758.6219,980.2828,91.45461,522.6348,326.0223,716.2902
495,546.3988,428.89944,1297.0454,692.93567,3260.6562,643.055,499.25208
496,5648.781,4162.605,2838.8867,449.30875,2354.8313,930.9277,1012.54004
497,779.9622,163.01677,2247.678,331.28632,459.54102,339.66785,486.01245
498,100.99452,631.50104,319.51126,470.73035,70.44654,170.56845,127.644394
499,828.6319,107.45097,186.64963,1081.3689,3008.397,712.7799,360.74722
500,204.25388,364.3935,1317.8436,-1.0,-1.0,-1.0,-1.0
501,183.16943,3604.9897,190.7264,-1.0,-1.0,-1.0,-1.0
502,544.3459,270.72888,522.8623,-1.0,-1.0,-1.0,-1.0
503,626.64795,762.68164,442.39432,-1.0,-1.0,-1.0,-1.0
504,1296.1333,92.06393,507.48248,-1.0,-1.0,-1.0,-1.0
505,205.79732,729.2381,494.12967,-1.0,-1.0,-1.0,-1.0
506,855.76965,653.22504,819.99603,-1.0,-1.0,-1.0,-1.0
507,1768.182,868.3412,579.16565,-1.0,-1.0,-1.0,-1.0
508,121.92273,325.16855,354.26703,-1.0,-1.0,-1.0,-1.0
509,539.31964,202.084,1981.7045,-1.0,-1.0,-1.0,-1.0
510,8986.825,174.28903,265.31635,-1.0,-1.0,-1.0,-1.0
511,1798.336,3372.6152,573.80145,-1.0,-1.0,-1.0,-1.0
512,1463.3025,647.51843,757.9564,-1.0,-1.0,-1.0,-1.0
513,2754.3157,969.8272,373.9024,-1.0,-1.0,-1.0,-1.0
514,354.8171,659.05023,1548.2925,-1.0,-1.0,-1.0,-1.0
515,498.0526,2639.0889,465.39853,-1.0,-1.0,-1.0,-1.0
516,928.03296,226.34756,552.2035,-1.0,-1.0,-1.0,-1.0
517,300.8826,2384.87,1353.8751,-1.0,-1.0,-1.0,-1.0
518,625.07776,1274.9462,1060.7532,-1.0,-1.0,-1.0,-1.0
519,758.95496,171.4918,115.906525,-1.0,-1.0,-1.0,-1.0
520,385.1874,1748.3586,469.53592,-1.0,-1.0,-1.0,-1.0
521,373.8585,134.50269,1313.7944,-1.0,-1.0,-1.0,-1.0
522,358.81665,1402.1908,825.9099,-1.0,-1.0,-1.0,-1.0
523,390.87744,616.6961,383.06088,-1.0,-1.0,-1.0,-1.0
524,131.77959,1259.817,1514.7607,-1.0,-1.0,-1.0,-1.0
525,453.00342,263.04276,618.16815,-1.0,-1.0,-1.0,-1.0
526,794.45905,159.97246,727.2034,-1.0,-1.0,-1.0,-1.0
527,413.74368,72-1.0715,201.84406,-1.0,-1.0,-1.0,-1.0
528,1280.8131,2662.9614,1234.6636,-1.0,-1.0,-1.0,-1.0
529,3345.696,2437.0566,1215.6904,-1.0,-1.0,-1.0,-1.0
530,71.29677,3912.64,385.303,-1.0,-1.0,-1.0,-1.0
531,361.9595,311.83246,112.37333,-1.0,-1.0,-1.0,-1.0
532,5751.5903,164.62895,1567.11,-1.0,-1.0,-1.0,-1.0
533,2188.7886,288.94852,392.5908,-1.0,-1.0,-1.0,-1.0
534,1360.9232,455.3729,1047.9906,-1.0,-1.0,-1.0,-1.0
535,1134.7429,770.77893,359.80865,-1.0,-1.0,-1.0,-1.0
536,2052.5886,832.6561,175.09169,-1.0,-1.0,-1.0,-1.0
537,1327.2422,352.006,577.9266,-1.0,-1.0,-1.0,-1.0
538,458.08682,554.11475,3879.253,-1.0,-1.0,-1.0,-1.0
539,180.28108,1021.87024,245.56305,-1.0,-1.0,-1.0,-1.0
540,294.45328,489.30066,4493.254,-1.0,-1.0,-1.0,-1.0
541,1420.1554,184.40257,319.3402,-1.0,-1.0,-1.0,-1.0
542,2012.242,541.9833,2347.4417,-1.0,-1.0,-1.0,-1.0
543,896.2278,188.92395,941.4245,-1.0,-1.0,-1.0,-1.0
544,2797.8293,193.725,833.14185,-1.0,-1.0,-1.0,-1.0
545,720.64154,156.81897,248.73186,-1.0,-1.0,-1.0,-1.0
546,1109.8652,999.91327,791.94586,-1.0,-1.0,-1.0,-1.0
547,1674.9756,3035.7056,566.1175,-1.0,-1.0,-1.0,-1.0
548,213.70097,5957.095,140.9419,-1.0,-1.0,-1.0,-1.0
549,185.52702,346.70566,765.3187,-1.0,-1.0,-1.0,-1.0
550,1921.8705,386.05106,1213.2406,-1.0,-1.0,-1.0,-1.0
551,297.14572,202.90576,1466.4805,-1.0,-1.0,-1.0,-1.0
552,3791.7185,886.207,205.55928,-1.0,-1.0,-1.0,-1.0
553,347.0908,225.0905,1698.8367,-1.0,-1.0,-1.0,-1.0
554,437.73093,440.26257,1584.1313,-1.0,-1.0,-1.0,-1.0
555,969.92725,587.77057,2166.5125,-1.0,-1.0,-1.0,-1.0
556,928.09467,237.54001,2180.902,-1.0,-1.0,-1.0,-1.0
557,945.1809,2857.7454,1481.4893,-1.0,-1.0,-1.0,-1.0
558,10667.332,282.49612,880.9418,-1.0,-1.0,-1.0,-1.0
559,298.56497,1259.417,805.2339,-1.0,-1.0,-1.0,-1.0
560,424.99774,4167.252,1422.4731,-1.0,-1.0,-1.0,-1.0
561,93.693146,772.4893,1383.9341,-1.0,-1.0,-1.0,-1.0
562,1789.6895,140.93661,1181.5502,-1.0,-1.0,-1.0,-1.0
563,946.3585,133.62029,153.3389,-1.0,-1.0,-1.0,-1.0
564,650.69855,1070.377,309.64685,-1.0,-1.0,-1.0,-1.0
565,1331.5629,284.40936,823.36865,-1.0,-1.0,-1.0,-1.0
566,482.88043,1950.8073,272.79657,-1.0,-1.0,-1.0,-1.0
567,1359.9075,1816.0044,410.1499,-1.0,-1.0,-1.0,-1.0
568,3182.8848,1349.6025,3610.6953,-1.0,-1.0,-1.0,-1.0
569,588.5336,1567.4065,1305.7463,-1.0,-1.0,-1.0,-1.0
570,1387.9214,1738.2614,1825.3527,-1.0,-1.0,-1.0,-1.0
571,880.8607,139.38422,106.12267,-1.0,-1.0,-1.0,-1.0
572,1991.3727,134.49524,2456.6897,-1.0,-1.0,-1.0,-1.0
573,4277.3325,216.99477,1359.0122,-1.0,-1.0,-1.0,-1.0
574,1275.9509,406.4276,1858.2883,-1.0,-1.0,-1.0,-1.0
575,563.8859,628.0928,292.1583,-1.0,-1.0,-1.0,-1.0
576,1802.3745,295.6739,564.3209,-1.0,-1.0,-1.0,-1.0
577,4652.992,740.9333,2021.4381,-1.0,-1.0,-1.0,-1.0
578,2358.3237,153.3281,642.63214,-1.0,-1.0,-1.0,-1.0
579,893.7777,6613.0684,81.89133,-1.0,-1.0,-1.0,-1.0
580,3012.903,383.63327,669.20496,-1.0,-1.0,-1.0,-1.0
581,459.26712,591.6888,766.5414,-1.0,-1.0,-1.0,-1.0
582,129.063,3424.8,1959.0288,-1.0,-1.0,-1.0,-1.0
583,262.6375,253.62459,1229.6866,-1.0,-1.0,-1.0,-1.0
584,1518.1006,1330.604,3292.935,-1.0,-1.0,-1.0,-1.0
585,901.4477,486.47833,5586.8926,-1.0,-1.0,-1.0,-1.0
586,1448.7109,736.5454,495.58963,-1.0,-1.0,-1.0,-1.0
587,1241.1816,141.71428,707.99744,-1.0,-1.0,-1.0,-1.0
588,962.9739,106.56721,667.1243,-1.0,-1.0,-1.0,-1.0
589,1880.7925,192.09297,3993.5947,-1.0,-1.0,-1.0,-1.0
590,795.1971,120.78329,1486.5029,-1.0,-1.0,-1.0,-1.0
591,264.9601,1327.1875,136.53677,-1.0,-1.0,-1.0,-1.0
592,358.46262,592.8994,2967.535,-1.0,-1.0,-1.0,-1.0
593,2794.1873,748.42975,430.36966,-1.0,-1.0,-1.0,-1.0
594,1614.1763,1136.1565,2807.048,-1.0,-1.0,-1.0,-1.0
595,884.7735,4066.3857,203.1902,-1.0,-1.0,-1.0,-1.0
596,333.93127,886.83057,334.24365,-1.0,-1.0,-1.0,-1.0
597,2106.6729,1122.8529,3201.098,-1.0,-1.0,-1.0,-1.0
598,1302.1385,351.80466,997.62915,-1.0,-1.0,-1.0,-1.0
599,241.65457,380.97757,488.9757,-1.0,-1.0,-1.0,-1.0
600,2482.8433,490.80246,4747.3833,2603.5793,-1.0,-1.0,-1.0
601,372.30054,917.88635,631.45337,598.8994,-1.0,-1.0,-1.0
602,237.62857,222.71661,227.36736,1118.9688,-1.0,-1.0,-1.0
603,765.5975,196.29118,206.11464,2066.5254,-1.0,-1.0,-1.0
604,167.57042,706.9709,242.44685,207.81837,-1.0,-1.0,-1.0
605,173.78792,524.3742,976.64716,5728.1055,-1.0,-1.0,-1.0
606,2231.0999,102.48848,455.47357,3556.877,-1.0,-1.0,-1.0
607,108.10573,113.65393,507.16245,468.13962,-1.0,-1.0,-1.0
608,4302.9165,459.79333,4706.26,1510.7301,-1.0,-1.0,-1.0
609,971.7688,268.5077,3311.5505,1443.9523,-1.0,-1.0,-1.0
610,1576.0911,487.39587,2461.1304,214.48218,-1.0,-1.0,-1.0
611,1480.7096,805.8598,410.34286,269.00296,-1.0,-1.0,-1.0
612,1612.8304,1551.8156,828.6895,893.1792,-1.0,-1.0,-1.0
613,679.165,923.5004,539.168,537.6501,-1.0,-1.0,-1.0
614,474.21948,6009.076,2848.6016,177.59505,-1.0,-1.0,-1.0
615,8849.355,4441.769,235.01802,402.98676,-1.0,-1.0,-1.0
616,1905.4445,173.11691,270.93515,520.95667,-1.0,-1.0,-1.0
617,1102.2721,1194.3063,279.55875,1631.6027,-1.0,-1.0,-1.0
618,473.97415,1198.8256,1447.7705,322.04507,-1.0,-1.0,-1.0
619,1093.4913,3047.848,52-1.08673,434.28793,-1.0,-1.0,-1.0
620,617.89825,1827.9148,370.57684,138.97913,-1.0,-1.0,-1.0
621,159.25034,385.7919,598.83075,1503.3444,-1.0,-1.0,-1.0
622,79.80706,1128.0099,124.28632,102.9655,-1.0,-1.0,-1.0
623,2184.754,114.98796,81.503624,1281.5066,-1.0,-1.0,-1.0
624,286.9746,507.68405,1774.9882,1057.1088,-1.0,-1.0,-1.0
625,2217.722,1485.4918,662.5433,1219.45,-1.0,-1.0,-1.0
626,375.66602,983.6889,365.78354,448.51083,-1.0,-1.0,-1.0
627,2791.8142,385.3121,331.04062,230.56207,-1.0,-1.0,-1.0
628,1865.3251,4030.407,524.9776,1477.3412,-1.0,-1.0,-1.0
629,2162.037,341.92838,309.91147,4354.6343,-1.0,-1.0,-1.0
630,2518.5674,299.94467,188.94466,5664.1865,-1.0,-1.0,-1.0
631,191.8879,112.17198,936.6911,185.91829,-1.0,-1.0,-1.0
632,443.69333,674.00104,322.5858,420.60043,-1.0,-1.0,-1.0
633,1444.8414,107.521194,479.49002,762.08154,-1.0,-1.0,-1.0
634,4526.91,381.55972,367.06137,531.3149,-1.0,-1.0,-1.0
635,750.1032,555.59534,716.42426,361.42197,-1.0,-1.0,-1.0
636,344.5026,607.1018,3260.942,267.53232,-1.0,-1.0,-1.0
637,316.43546,317.2324,450.85645,120.12998,-1.0,-1.0,-1.0
638,428-1.0674,262.63553,226.01231,492.37738,-1.0,-1.0,-1.0
639,2359.3774,197.1031,1107.7887,1386.0304,-1.0,-1.0,-1.0
640,468.45895,946.6326,1919.4641,691.23846,-1.0,-1.0,-1.0
641,4495.9756,977.62463,905.92145,1467.4906,-1.0,-1.0,-1.0
642,283.16144,897.247,418.85498,1474.7714,-1.0,-1.0,-1.0
643,976.34766,94.52204,1279.7762,502.05515,-1.0,-1.0,-1.0
644,1134.5607,278.28586,253.01382,544.4211,-1.0,-1.0,-1.0
645,1048.431,444.382,573.7049,732.3582,-1.0,-1.0,-1.0
646,2917.6238,240.3341,518.0113,408.0882,-1.0,-1.0,-1.0
647,4054.4568,328.20468,1071.5599,1265.0258,-1.0,-1.0,-1.0
648,872.2159,538.2927,90.21594,334.2544,-1.0,-1.0,-1.0
649,1933.9976,591.0509,383.77872,1461.2692,-1.0,-1.0,-1.0
650,461.87692,792.13947,275.79446,334.72842,-1.0,-1.0,-1.0
651,3756.6367,339.45322,128.82361,1728.9486,-1.0,-1.0,-1.0
652,1504.4916,1591.607,236.67496,1299.0668,-1.0,-1.0,-1.0
653,842.6304,449.76028,519.8116,752.77594,-1.0,-1.0,-1.0
654,346.11166,1839.1901,394.33377,247.50052,-1.0,-1.0,-1.0
655,301.8265,140.64595,123.72462,261.15463,-1.0,-1.0,-1.0
656,2357.23,299.6896,342.5513,2207.2969,-1.0,-1.0,-1.0
657,4781.84,698.58514,1268.8153,1863.6295,-1.0,-1.0,-1.0
658,1085.1704,1384.4667,217.08841,347.51288,-1.0,-1.0,-1.0
659,279.09485,361.78952,396.066,767.1528,-1.0,-1.0,-1.0
660,189.97523,149.82661,312.93326,274.17725,-1.0,-1.0,-1.0
661,1363.7413,1868.0536,1162.8516,2393.7166,-1.0,-1.0,-1.0
662,4334.1274,463.20096,1250.348,929.868,-1.0,-1.0,-1.0
663,2283.046,2816.0725,3183.3115,828.412,-1.0,-1.0,-1.0
664,106.83595,655.40204,177.69789,967.1,-1.0,-1.0,-1.0
665,2929.957,255.6329,73.33714,713.07214,-1.0,-1.0,-1.0
666,350.68167,374.38593,200.75395,1529.7572,-1.0,-1.0,-1.0
667,369.23666,247.43602,372.2708,630.51483,-1.0,-1.0,-1.0
668,783.28314,1116.0758,398.3506,420.6581,-1.0,-1.0,-1.0
669,1101.1152,898.44824,5048.3677,1052.7054,-1.0,-1.0,-1.0
670,361.20102,141.61192,1827.222,322.96576,-1.0,-1.0,-1.0
671,581.92737,496.44916,3090.8616,477.91263,-1.0,-1.0,-1.0
672,925.01495,124.7081,1843.9926,545.04193,-1.0,-1.0,-1.0
673,728.12274,268.26166,1343.0573,741.8497,-1.0,-1.0,-1.0
674,2250.4077,130.71805,714.3178,521.8809,-1.0,-1.0,-1.0
675,448.73917,2304.2732,772.17145,3043.1033,-1.0,-1.0,-1.0
676,10556.332,675.80853,1479.1753,752.22736,-1.0,-1.0,-1.0
677,514-1.0854,395.58054,463.2526,1299.1018,-1.0,-1.0,-1.0
678,1268.9713,245.53816,859.66656,1643.7684,-1.0,-1.0,-1.0
679,209.16203,569.5907,263.76718,148.83173,-1.0,-1.0,-1.0
680,399.84085,492.0998,641.0429,4818.352,-1.0,-1.0,-1.0
681,2383.031,843.70605,378.17175,989.5539,-1.0,-1.0,-1.0
682,2215.293,3166.6167,553.3501,758.884,-1.0,-1.0,-1.0
683,3048.3943,1031.2181,632.59094,808.202,-1.0,-1.0,-1.0
684,147.75157,790.75037,1533.2225,240.32361,-1.0,-1.0,-1.0
685,190.9677,223.72905,1551.3053,134.27852,-1.0,-1.0,-1.0
686,1736.5645,282.67502,197.07927,2566.276,-1.0,-1.0,-1.0
687,116.71435,135.62584,1671.6527,1800.828,-1.0,-1.0,-1.0
688,1033.7726,157.50864,1948.5802,1247.5802,-1.0,-1.0,-1.0
689,408.34457,1895.5372,587.0247,2973.582,-1.0,-1.0,-1.0
690,1579.4283,245.38857,2835.3796,1540.2858,-1.0,-1.0,-1.0
691,1669.6473,483.56168,648.30084,878.08563,-1.0,-1.0,-1.0
692,1306.2635,1919.1438,61.777348,713.95013,-1.0,-1.0,-1.0
693,494.2773,633.3949,350.75192,175.14105,-1.0,-1.0,-1.0
694,3372.2397,1055.7081,1311.7987,331.5273,-1.0,-1.0,-1.0
695,333.72086,1030.9772,283.23837,974.53253,-1.0,-1.0,-1.0
696,121.42587,1584.6425,7200.6587,529.10944,-1.0,-1.0,-1.0
697,517.45935,290.2111,152.05145,1660.7445,-1.0,-1.0,-1.0
698,759.8433,2543.6885,268.36142,1260.7692,-1.0,-1.0,-1.0
699,574.11505,1552.1748,615.5767,4900.389,-1.0,-1.0,-1.0
700,270.259,220-1.0918,962.3565,1223.869,1522.6277,-1.0,-1.0
701,476.24838,122.157684,365.36774,191.00986,417.56665,-1.0,-1.0
702,1375.3823,541.01605,701.32745,4302.065,552.1322,-1.0,-1.0
703,204.0515,2275.6091,273.71835,733.59283,1533.831,-1.0,-1.0
704,236.8493,526.07916,858.961,356.03232,315.97562,-1.0,-1.0
705,368.46036,1333.7579,326.17502,162.56847,1720.2197,-1.0,-1.0
706,695.358,250.75542,256.97025,505.50095,1094.314,-1.0,-1.0
707,1682.8842,437.47095,502.6295,587.6508,4188.0703,-1.0,-1.0
708,1719.5182,840.58905,404.65244,195.36565,1194.8229,-1.0,-1.0
709,1177.7574,939.0627,227.7955,797.9145,1614.0852,-1.0,-1.0
710,194.65663,459.65378,408.64987,1129.7135,310.42407,-1.0,-1.0
711,1115.6888,5306.0615,1877.9603,212.42094,606.1645,-1.0,-1.0
712,486.00064,283.4759,116.03564,1491.9313,3107.3625,-1.0,-1.0
713,452.26923,890.9752,510.59198,106.29927,296.08344,-1.0,-1.0
714,1619.1094,643.0282,146.43758,547.22296,724.56976,-1.0,-1.0
715,614.5445,861.8813,187.7617,1222.8746,357.62714,-1.0,-1.0
716,840.86115,164.98898,591.0512,1051.0591,823.2993,-1.0,-1.0
717,1400.6038,132.14632,455.42776,206.03807,330.84576,-1.0,-1.0
718,5460.4517,120.22501,350.25412,646.5396,452.83774,-1.0,-1.0
719,634.3488,126.32448,72.526306,253.70085,901.64417,-1.0,-1.0
720,917.4786,773.0787,1089.6638,1674.8973,388.81784,-1.0,-1.0
721,1664.8337,7592.28,3576.807,367.7376,411.44168,-1.0,-1.0
722,1999.398,8190.752,479.4129,345.496,776.5281,-1.0,-1.0
723,246.8493,689.5189,218.81258,183.11162,179.8745,-1.0,-1.0
724,1765.6237,291.30072,88.81891,246.63354,2448.4407,-1.0,-1.0
725,132.71187,650.1994,1333.052,230.6111,232.22115,-1.0,-1.0
726,4234.104,1629.1641,220.77612,126.06946,1182.5001,-1.0,-1.0
727,587.7041,237.44157,171.86137,187.49498,1924.7316,-1.0,-1.0
728,1867.0988,1454.321,3699.3057,306.2739,1376.5624,-1.0,-1.0
729,1722.9027,106.37712,1444.8617,320.84106,1572.4265,-1.0,-1.0
730,710.84784,1721.789,2325.0225,6-1.054844,106.22512,-1.0,-1.0
731,1014.46674,2408.6587,114.18,166.38686,1998.6594,-1.0,-1.0
732,220.16678,190.9394,218.29665,2126.6482,120.428696,-1.0,-1.0
733,818.9375,613.04816,271.38467,1080.4525,942.3985,-1.0,-1.0
